Time (UTC),Open,High,Low,Close,Volume 
2003.12.02 14:25:00,1.19735,1.19741,1.19708,1.19708,385.5
2003.12.02 14:26:00,1.19715,1.19739,1.19699,1.19712,459
2003.12.02 14:27:00,1.19717,1.19763,1.19711,1.19735,580.6
2003.12.02 14:28:00,1.19745,1.19768,1.19736,1.1975,700.6
2003.12.02 14:29:00,1.19745,1.19835,1.19742,1.19806,859
2003.12.02 14:30:00,1.1983,1.19968,1.1983,1.19947,648.8
2003.12.02 14:31:00,1.19924,1.19958,1.19907,1.19915,662.8
2003.12.02 14:32:00,1.19878,1.19891,1.1985,1.1985,351.2
2003.12.02 14:33:00,1.19835,1.19849,1.19821,1.19837,572.5
2003.12.02 14:34:00,1.1983,1.19853,1.19817,1.19817,652.4
2003.12.02 14:35:00,1.1984,1.19853,1.19787,1.19789,540.8
2003.12.02 14:36:00,1.19792,1.198,1.19765,1.19774,574
2003.12.02 14:37:00,1.19778,1.1981,1.19768,1.19791,499.9
2003.12.02 14:38:00,1.1977,1.19801,1.1976,1.19793,391.4
2003.12.02 14:39:00,1.19777,1.19797,1.19772,1.19783,666.1
2003.12.02 14:40:00,1.19787,1.19817,1.1978,1.19808,464.2
2003.12.02 14:41:00,1.19809,1.19845,1.198,1.19845,304.5
2003.12.02 14:42:00,1.1982,1.19828,1.19802,1.19814,693
2003.12.02 14:43:00,1.19809,1.19809,1.19774,1.19778,358.9
2003.12.02 14:44:00,1.19792,1.19795,1.19764,1.19786,785.1
2003.12.02 14:45:00,1.19781,1.19807,1.19781,1.19797,570.5
2003.12.02 14:46:00,1.19792,1.19835,1.19787,1.19815,480.5
2003.12.02 14:47:00,1.1982,1.19843,1.19808,1.19835,593.8
2003.12.02 14:48:00,1.19829,1.19868,1.19814,1.19849,603.6
2003.12.02 14:49:00,1.1986,1.19891,1.19846,1.19869,687.6
2003.12.02 14:50:00,1.19889,1.19899,1.19869,1.1988,372.4
2003.12.02 14:51:00,1.19872,1.19975,1.19872,1.19958,376.4
2003.12.02 14:52:00,1.19958,1.19979,1.19942,1.19942,303.4
2003.12.02 14:53:00,1.19946,1.20058,1.19935,1.20056,511.6
2003.12.02 14:54:00,1.20055,1.20068,1.20042,1.20053,391
2003.12.02 14:55:00,1.20051,1.20083,1.20041,1.20051,338.9
2003.12.02 14:56:00,1.20023,1.20039,1.20008,1.20009,711.9
2003.12.02 14:57:00,1.2,1.20024,1.2,1.20009,285.1
2003.12.02 14:58:00,1.19997,1.20021,1.19988,1.20012,384
2003.12.02 14:59:00,1.20022,1.20049,1.2002,1.20032,421.9
2003.12.02 15:00:00,1.20042,1.20046,1.20004,1.20009,348.6
2003.12.02 15:01:00,1.20002,1.20013,1.19988,1.19991,457.2
2003.12.02 15:02:00,1.20034,1.20057,1.20009,1.2004,624
2003.12.02 15:03:00,1.20045,1.20059,1.20028,1.20028,476.4
2003.12.02 15:04:00,1.20019,1.20031,1.19998,1.19998,453.6
2003.12.02 15:05:00,1.19993,1.20042,1.19993,1.20027,567.1
2003.12.02 15:06:00,1.20057,1.20107,1.20055,1.20107,380.9
2003.12.02 15:07:00,1.20128,1.20201,1.20128,1.20184,445.2
2003.12.02 15:08:00,1.20237,1.20237,1.20164,1.20164,349.2
2003.12.02 15:09:00,1.20147,1.20185,1.20139,1.20162,385.6
2003.12.02 15:10:00,1.20185,1.20252,1.20177,1.20217,501.2
2003.12.02 15:11:00,1.20222,1.20247,1.20207,1.20219,241.9
2003.12.02 15:12:00,1.20262,1.20286,1.20241,1.2025,690.6
2003.12.02 15:13:00,1.20255,1.20256,1.20207,1.20214,680.3
2003.12.02 15:14:00,1.20232,1.20265,1.20217,1.20246,520.3
2003.12.02 15:15:00,1.20245,1.2026,1.20199,1.20205,578
2003.12.02 15:16:00,1.20205,1.20207,1.20178,1.20188,666.5
2003.12.02 15:17:00,1.20188,1.20211,1.20175,1.20176,427.1
2003.12.02 15:18:00,1.20167,1.20208,1.20165,1.20208,252.6
2003.12.02 15:19:00,1.20208,1.20218,1.2018,1.20202,625.7
2003.12.02 15:20:00,1.20207,1.20214,1.2018,1.20186,646.6
2003.12.02 15:21:00,1.20184,1.20232,1.20184,1.20201,736.6
2003.12.02 15:22:00,1.2025,1.20282,1.20235,1.20274,415.4
2003.12.02 15:23:00,1.20298,1.20386,1.20296,1.20382,529.6
2003.12.02 15:24:00,1.20385,1.20394,1.203,1.20322,610.1
2003.12.02 15:25:00,1.20318,1.20318,1.20251,1.20255,445.4
2003.12.02 15:26:00,1.2028,1.20308,1.20255,1.20298,649.5
2003.12.02 15:27:00,1.2032,1.2036,1.20316,1.20345,654.5
2003.12.02 15:28:00,1.204,1.20505,1.20389,1.20505,467.8
2003.12.02 15:29:00,1.20521,1.20536,1.20464,1.2047,839.1
2003.12.02 15:30:00,1.2052,1.20635,1.20512,1.20611,725.5
2003.12.02 15:31:00,1.2063,1.20698,1.20627,1.20683,760.1
2003.12.02 15:32:00,1.20693,1.20724,1.20689,1.20719,506.6
2003.12.02 15:33:00,1.20689,1.20709,1.2064,1.20645,384.7
2003.12.02 15:34:00,1.20659,1.2068,1.2064,1.20641,484.6
2003.12.02 15:35:00,1.20647,1.20665,1.20623,1.20623,444.4
2003.12.02 15:36:00,1.206,1.20623,1.20553,1.20557,685.2
2003.12.02 15:37:00,1.20533,1.20572,1.20533,1.20569,508.8
2003.12.02 15:38:00,1.20603,1.20603,1.20548,1.20551,789.7
2003.12.02 15:39:00,1.20585,1.20588,1.20541,1.2057,628.2
2003.12.02 15:40:00,1.2058,1.20597,1.20539,1.20542,610.9
2003.12.02 15:41:00,1.20543,1.20578,1.2054,1.20546,501.2
2003.12.02 15:42:00,1.20535,1.20557,1.20519,1.20543,561.8
2003.12.02 15:43:00,1.20546,1.20582,1.20546,1.20578,322.7
2003.12.02 15:44:00,1.20574,1.20612,1.20573,1.20577,631.2
2003.12.02 15:45:00,1.20584,1.20654,1.20584,1.20654,353.5
2003.12.02 15:46:00,1.20645,1.20661,1.20629,1.20647,377.6
2003.12.02 15:47:00,1.20635,1.20704,1.20629,1.20683,452.8
2003.12.02 15:48:00,1.20714,1.20714,1.20624,1.20624,437.3
2003.12.02 15:49:00,1.20653,1.20656,1.20636,1.20636,446
2003.12.02 15:50:00,1.2068,1.20714,1.20645,1.20702,733.8
2003.12.02 15:51:00,1.20688,1.2071,1.20678,1.20684,532.1
2003.12.02 15:52:00,1.2067,1.20685,1.20627,1.20642,700.6
2003.12.02 15:53:00,1.20625,1.20668,1.20622,1.20636,354
2003.12.02 15:54:00,1.20654,1.20674,1.20633,1.20636,474.3
2003.12.02 15:55:00,1.20662,1.20732,1.20662,1.20732,268.2
2003.12.02 15:56:00,1.20748,1.20838,1.20738,1.20832,626.4
2003.12.02 15:57:00,1.20834,1.20857,1.20806,1.20808,418.2
2003.12.02 15:58:00,1.20812,1.20846,1.20802,1.20846,140.8
2003.12.02 15:59:00,1.20845,1.2086,1.20832,1.20849,368.6
2003.12.02 16:00:00,1.20826,1.20846,1.20826,1.2083,627.3
2003.12.02 16:01:00,1.20818,1.20849,1.20808,1.20817,7653.1
2003.12.02 16:02:00,1.20824,1.20871,1.20807,1.20825,8780.4
2003.12.02 16:03:00,1.20824,1.20847,1.20761,1.20766,10152.9
2003.12.02 16:04:00,1.20799,1.20799,1.20741,1.2076,6607.9
2003.12.02 16:05:00,1.20756,1.20779,1.20748,1.20763,8223.4
2003.12.02 16:06:00,1.20763,1.20847,1.20756,1.20813,6453
2003.12.02 16:07:00,1.20834,1.20853,1.2079,1.20825,10807.9
2003.12.02 16:08:00,1.20827,1.20858,1.20799,1.20843,10125.1
2003.12.02 16:09:00,1.20854,1.20857,1.20805,1.20805,6682.1
2003.12.02 16:10:00,1.20812,1.20841,1.20806,1.20824,6398.3
2003.12.02 16:11:00,1.20814,1.20859,1.20795,1.20801,5182
2003.12.02 16:12:00,1.20792,1.20816,1.20775,1.20779,4824.9
2003.12.02 16:13:00,1.20772,1.20803,1.20737,1.20745,4574.6
2003.12.02 16:14:00,1.2075,1.20786,1.20726,1.2078,5844
2003.12.02 16:15:00,1.20762,1.20778,1.20716,1.20734,4687
2003.12.02 16:16:00,1.2075,1.20757,1.20716,1.20734,7134.8
2003.12.02 16:17:00,1.20732,1.20757,1.2071,1.20728,3816.4
2003.12.02 16:18:00,1.20725,1.20738,1.2069,1.20714,5640
2003.12.02 16:19:00,1.20717,1.20762,1.20704,1.20738,4904.4
2003.12.02 16:20:00,1.20745,1.20759,1.20718,1.20738,6176.1
2003.12.02 16:21:00,1.20745,1.20755,1.20709,1.20709,3682.9
2003.12.02 16:22:00,1.20717,1.20758,1.20698,1.20728,5261.2
2003.12.02 16:23:00,1.20709,1.20751,1.20709,1.20737,8086.5
